left,right,up,down
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,0.162,-0.19,0.0
0.0,0.0,-0.34400000000000003,3.574
0.0,0.0,-0.34400000000000003,1.109
0.0,0.0,-0.41000000000000003,3.984
0.0,0.086,-0.271,0.006
0.0,2.3440000000000003,-0.34400000000000003,0.0
0.0,36.473000000000006,-0.1,0.0
0.0,180.28300000000002,-0.1,6.565
0.0,0.0,-0.41000000000000003,567.506
24.148,58.56,-0.41000000000000003,0.0
5.27,0.0,-0.34400000000000003,504.46400000000006
18.066,4.758,-0.41000000000000003,117.86
0.0,226.97500000000002,-0.1,0.0
0.0,1132.296,-0.1,253.104
36.482,0.0,-0.34400000000000003,3499.9109999999996
143.002,30.849999999999998,-0.6870000000000002,2852.445
2.776,0.0,-0.19,1867.955
119.208,6.753,0.0,0.0
0.0,-0.1,-0.1,148.78300000000002
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,1.701,0.0,0.0
0.0,0.0,0.0,32.275999999999996
0.0,20.338,0.0,0.0
0.0,0.0,0.0,122.472
0.0,0.0,0.001,3.4130000000000003
0.0,0.0,0.006,0.0
0.0,0.396,2.305,0.0
0.036,0.0,1.415,229.05
0.0,1260.7910000000002,0.0,57.547
0.0,0.0,0.0,2142.931
0.0,48.176,45.402,1820.629
241.863,64.935,10.282,1268.925
12.875,1467.5829999999999,14.36,38.22
145.88,3790.522,0.0,78.077
460.016,1323.0430000000001,249.439,5767.334000000002
3016.89,1165.744,1020.942,6438.726999999999
5111.090999999999,1499.266,232.77499999999998,2238.048
595.788,0.0,4.736,5604.588
1222.842,-0.19,0.423,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,9.954,0.0,0.0
0.0,158.97699999999998,0.0,0.002
0.0,0.057,0.0,410.04499999999996
0.638,3.009,0.0,392.943
0.0,61.101,0.006,0.0
0.0,302.582,0.0,0.006
0.0,844.394,0.0,0.143
0.0,97.702,20.971,1476.2910000000004
138.25900000000001,1232.433,0.0,58.19
142.4,2906.9039999999995,1.587,373.76300000000003
403.767,3400.978,163.857,1204.203
1031.855,939.499,432.678,3845.5829999999996
915.9540000000001,523.707,303.23,2838.2470000000003
170.90200000000002,1756.101,126.077,3768.0370000000003
1195.9859999999999,6547.869999999996,1745.175,2276.779
3393.124,4506.034999999999,4896.37,7285.124999999998
4190.3060000000005,4670.785,3177.3160000000007,7508.634000000001
0.0,68.557,317.926,8579.132000000001
0.0,-0.1,0.0,1062.09
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,7.366,0.0,0.0
0.0,145.39,12.493,0.0
13.085,799.726,0.0,6.6049999999999995
69.618,1167.6319999999998,0.0,75.507
100.197,47.259,0.606,1481.9239999999998
0.0,347.397,1.353,0.0
7.123,416.72799999999995,28.729,911.2210000000001
77.233,86.36500000000001,0.0,2059.7309999999998
38.982,82.056,24.505,1400.906
297.487,2315.757,1101.888,18.048000000000002
737.3460000000001,3687.9329999999995,933.1659999999999,303.444
2024.7849999999999,2293.413,2867.145,4297.920000000005
1667.44,3351.824,1091.207,4654.299
2501.3,6529.796000000001,693.623,2396.284
4858.525,7287.156999999984,5774.614999999999,2569.063
4484.160000000001,8097.126999999992,6369.965000000001,5771.718
3799.5309999999995,8996.988999999996,6305.535000000002,6973.438999999999
9730.466000000004,9996.580000000009,9996.33400000001,9996.90000000001
4664.584,-0.34400000000000003,0.0,69.216
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.46900000000000003,1.402,0.011,0.0
0.0,62.70399999999999,0.0,0.0
0.0,419.81499999999994,64.796,21.752
37.783,226.993,17.027,1160.1019999999999
6.3500000000000005,0.03,125.211,1783.637
0.0,150.609,57.455,0.0
1.98,1903.1590000000003,54.474000000000004,408.82899999999995
8.441,2509.6339999999996,0.0,936.163
0.0,395.881,93.917,2815.2039999999997
1176.246,857.033,873.727,2435.555
1069.2910000000002,4033.9989999999984,1743.5600000000002,1747.944
2886.1780000000003,4780.238000000014,3755.803000000001,2247.4260000000004
1651.4209999999998,5311.687000000001,3365.889,3481.0599999999995
1780.087,5902.147000000001,5532.669,4137.876
1641.442,6496.700999999997,6558.210000000007,3644.4339999999997
2826.987,5023.616,7277.762,4236.539
4431.541000000001,5595.1230000000005,8095.791,4907.620999999999
189.71800000000002,0.0,8461.264000000003,0.0
1420.415,-0.34400000000000003,149.803,27.768
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,0.0,0.0,1.84
0.001,2.155,0.0,24.769
0.41300000000000003,350.361,3.466,0.0
34.465,1758.1860000000001,97.01,251.852
269.54200000000003,2031.346999999999,155.87599999999998,217.897
0.342,2269.9279999999994,6.922000000000001,470.578
256.435,2529.9230000000007,618.913,461.39799999999997
658.147,2817.830000000001,856.6000000000001,622.5840000000001
1168.4479999999999,3133.682000000001,803.402,873.594
1833.6200000000003,3483.3880000000045,1683.945,1499.9999999999998
2010.5090000000002,3871.2599999999957,2636.784,2396.1979999999994
2765.6630000000005,4057.4920000000006,4301.929,2924.1680000000006
1731.044,2082.7709999999997,4751.112000000002,1993.531
1894.4080000000001,2998.6970000000006,5305.395000000002,2665.2479999999996
1113.143,1360.954,5519.308000000003,1166.0139999999997
1651.742,6464.164000000001,824.482,664.145
2322.83,973.3029999999999,7285.218000000001,4011.041
5193.342000000001,42.271,1214.971,1825.8339999999998
632.27,-0.522,42.081,0.198
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,36.161,0.0,0.0
0.0,294.071,0.0,0.0
0.0,762.3770000000002,12.418000000000001,24.587000000000003
0.091,180.389,1226.6970000000001,2.764
65.58699999999999,260.508,892.2589999999999,19.677999999999997
110.32900000000001,120.515,1467.916,110.218
4.878,1610.68,0.612,0.284
27.996,15.113,2423.0319999999997,191.427
88.497,751.3960000000001,958.3140000000001,1925.33
528.258,1238.402,3133.768999999998,940.4289999999999
1351.924,1969.062,3438.5059999999994,832.793
2001.463,2379.346,3871.0670000000005,2069.438
586.678,4125.249999999999,1160.768,547.124
1484.6720000000003,575.665,4761.979999999999,1219.416
922.392,1220.919,2000.8129999999999,359.965
303.885,1340.321,4759.3550000000005,433.70399999999995
1960.264,2164.313,6555.007999999997,3460.4490000000005
5897.187999999997,399.38300000000004,2447.856,1487.602
1647.54,-0.6520000000000001,9.461,13.937000000000001
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.41000000000000003,0.746,0.676,0.0
0.0,8.233,8.293999999999999,0.0
0.0,0.0,229.863,4.044
36.167,8.786,3.989,0.0
0.0,158.096,0.0,0.0
0.0,26.342000000000002,566.018,36.161
3.299,0.003,390.66,4.401
15.837,0.673,1158.445,118.601
309.722,2534.054000000002,773.2320000000001,557.866
308.278,823.387,2818.3619999999987,653.679
684.682,531.227,2692.9849999999988,945.813
