left,right,up,down
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,111.06300000000002,-0.1,0.0
0.0,719.7249999999999,-0.1,0.0
0.0,55.063,-0.522,2167.46
5.942,76.316,-0.271,1188.266
0.0,1119.917,-0.271,0.0
0.0,3142.211,-0.271,0.0
0.0,638.364,-0.5700000000000001,4953.661999999999
1.055,4414.078,-0.271,494.055
574.1600000000001,0.0,-0.41,6310.102
891.1870000000001,6101.721000000001,-0.271,205.697
701.9169999999999,4.513,-0.41,7991.258999999998
3617.519,717.2909999999999,-0.19,1373.744
298.367,394.514,-0.6130000000000001,4013.966
419.991,2710.9260000000004,-0.344,867.7930000000001
0.0,184.291,-0.6130000000000001,4784.273
1559.309,573.2280000000001,-0.5700000000000001,331.91700000000003
4.064,10.098,-0.469,2145.548
161.19,45.217,-0.344,29.151000000000003
0.163,-0.469,-0.344,482.285
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,782.9480000000001,0.0,0.047
0.0,2629.2320000000004,0.0,0.001
0.0,3728.434,12.491,133.257
127.135,4272.201999999999,3.137,168.862
0.0,4774.512999999999,146.792,572.3199999999999
16.562,5312.909999999999,417.755,565.425
891.851,1638.4450000000002,1949.944,5904.697000000004
1414.266,5924.399000000001,506.103,2234.33
2508.358,7286.873,1886.404,3745.942
4686.069,8099.936000000002,2463.626,4116.241
5355.373999999999,4515.952,3780.199,8999.951
8099.947000000004,3789.193,792.306,4579.633
7289.905000000006,4250.599,1826.844,2514.002
6560.685999999999,3497.9819999999995,479.738,1330.594
5902.832999999998,3301.454,836.682,1628.085
5156.178000000001,1548.527,251.699,719.856
4176.485999999999,93.004,371.693,561.004
1284.081,246.392,8.58,435.015
46.239,-0.19,1.867,1576.375
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,76.503,54.143,0.0
0.0,0.0,1190.917,0.0
0.0,0.0,1801.16,9.412
0.0,302.00199999999995,2529.071,0.0
34.22,3413.2760000000003,413.788,353.945
812.578,5744.451,1208.086,886.694
2868.625,6560.938,3000.061,3641.6840000000007
5175.136,7289.951000000002,2421.7000000000003,2439.344
6322.2869999999975,8099.951000000007,5729.7040000000015,5455.525
7268.658000000002,8999.951000000154,7288.855999999999,5308.66
9999.951000000028,9999.95100000006,9999.951000000028,9999.95100000007
8674.571000000004,1643.523,2242.379,2446.786
2418.052,302.84700000000004,6272.640000000002,2022.305
1048.656,158.956,5351.182000000001,1979.7850000000003
1490.026,49.657,5161.935,1712.769
3599.954,209.986,442.266,905.824
2.918,516.4490000000001,2219.254,815.178
6.768000000000001,16.502000000000002,184.024,2518.056
0.0,-0.469,16.079,2645.725
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,0.0,0.0,202.989
0.0,0.09,208.32,0.0
0.019,67.10900000000001,0.0,442.603
0.0,0.0,809.7349999999999,0.079
0.263,2359.259,0.0,0.0
5.657,4613.777999999999,1886.718,151.893
1277.093,1305.428,5797.032000000002,1442.291
1129.427,1687.4120000000005,5990.215000000001,1123.623
1944.505,2486.073,7285.745999999998,4572.386
6448.677999999998,8041.309999999999,8099.951000000047,3651.097
7175.905000000002,3088.5530000000003,8999.95100000004,5109.398
8099.951000000012,4554.259000000001,5264.805999999999,5344.654000000001
7289.951000000011,4231.0,4099.679,5070.389999999999
6560.950999999993,3164.067,2482.5,3640.201
5904.837000000006,2898.962,2288.968,2017.476
5314.296000000003,3286.0280000000007,1744.4640000000002,952.443
4780.336000000001,1857.591,442.279,1065.0
4287.166000000001,1229.687,402.315,662.235
3657.834,-0.7940000000000003,366.824,347.931
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.344,0.0,0.0,628.533
5.704,440.487,0.0,0.0
0.568,1.128,0.008,1754.929
0.0,630.417,0.0,0.0
0.0,30.326,157.93200000000002,1849.7700000000004
102.163,60.244,941.044,2214.248
582.024,3999.986,1565.164,1051.133
2134.419,5814.715,1870.377,1501.487
4527.295,6559.960999999999,4545.478,4146.3240000000005
5862.376000000002,7259.656000000002,7289.9510000000655,2993.331
1539.093,2933.4000000000005,8099.951000000009,3765.872
4429.404,2015.126,7270.560000000001,2185.677
4875.882,2126.434,6560.903999999999,2307.0940000000005
5904.599999999999,2388.5150000000003,3575.559,843.481
1390.074,1633.608,5198.618000000001,218.004
1329.863,598.361,4782.673999999996,79.902
3571.105,1068.43,743.755,636.6460000000001
240.855,161.639,3230.228,207.728
546.611,-0.522,1683.8950000000002,190.722
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,1287.966,42.899,10.16
0.0,2036.3900000000008,33.283,17.109
108.737,395.465,85.713,2526.47
339.012,794.17,47.159,2078.4910000000004
378.425,10.432,0.039,2928.960000000001
264.393,959.732,531.659,3350.7060000000006
1311.516,851.956,270.37,3475.9159999999997
1090.101,1699.4070000000002,2427.967,4218.505000000002
3209.1680000000006,5888.667999999996,4567.97,3304.2180000000003
5130.364,6501.554000000001,6560.951000000065,1005.089
1547.361,2146.534,7289.950000000008,2886.486
1250.904,854.99,5859.212999999999,672.914
1313.259,4251.006999999999,0.0,543.3230000000001
1017.263,205.672,5313.362000000005,807.2560000000001
70.349,583.51,3191.446,218.664
510.041,608.0319999999999,4303.522,931.341
3853.741,552.323,1518.275,606.114
3309.726,615.456,940.254,276.068
2171.462,-0.7940000000000003,189.632,156.256
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,0.0,0.0,285.67
13.539,2530.1600000000003,99.91,0.0
0.0,2823.862999999999,533.631,322.122
0.0,3137.9749999999985,220.646,552.135
282.404,3486.7250000000013,545.245,126.366
276.866,3874.1570000000015,1405.724,1026.92
1300.435,4304.623999999999,1736.768,1541.507
2971.3430000000003,4782.920000000006,2783.797,3060.7900000000004
3943.8179999999993,5314.361000000012,4897.550000000001,3765.9340000000007
4680.428000000001,5668.189999999999,5904.851000000073,3451.87
5312.515000000001,2055.17,6559.985999999995,3661.404000000001
4028.921,1604.606,1475.535,1695.4250000000002
433.944,3533.242,538.232,0.0
420.234,333.573,4777.346,932.828
0.0,2196.838,0.446,12.726
0.129,294.151,3828.8720000000017,497.398
616.577,114.457,2932.688,130.934
26.974,155.839,2124.44,72.316
0.0,-0.6130000000000001,1078.821,1.612
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.344,1188.913,0.0,29.921
0.0,183.36,2226.836,0.0
378.826,91.109,1571.5579999999998,22.241
169.38799999999998,347.99,1940.171,98.217
24.559,0.894,2544.081,237.433
480.443,741.105,1927.04,1113.151
249.883,706.117,3577.975999999999,1077.602
1447.071,4304.617999999999,3259.425,1192.817
2184.842,3647.898,4782.920000000001,3235.7160000000003
4200.304999999999,5016.336999999998,5314.361000000053,1909.268
3296.5100000000007,1478.9070000000002,5885.396999999997,1447.867
4076.601,485.902,1461.72,342.44
