left,right,up,down
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,22.805,-0.19,0.0
0.0,331.86,-0.271,0.0
0.0,9.297,-0.1,1373.66
0.0,124.913,-0.1,1093.196
0.001,0.003,-0.344,1509.462
77.119,1.209,-0.41,1364.954
0.0,11.577,-0.19,206.864
0.0,486.0460000000001,-0.19,0.0
0.007,2531.809,-0.19,0.0
0.332,5076.223,-0.19,0.0
0.0,329.329,-0.271,6239.27
3.935,0.003,-0.344,2424.425
45.68,37.45,-0.469,1237.875
64.35,0.001,-0.344,470.8200000000001
0.008,0.038,-0.344,306.182
0.003,242.742,-0.19,0.0
0.713,12.491,-0.19,959.854
46.178,0.879,-0.344,393.644
0.0,-0.469,-0.271,61.819
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,124.22,0.0,0.0
0.0,1147.542,0.0,0.06
0.0,1.577,45.119,2701.4059999999995
96.082,0.0,0.055,2646.6960000000004
0.0,3010.4500000000007,0.0,0.0
0.0,87.542,146.12099999999998,4157.530000000001
0.0,1301.783,0.0,0.036
0.0,3206.7880000000005,54.7,0.0
171.312,61.333,123.564,4885.127
0.0,0.0,2307.23,0.0
9.679,543.657,261.242,7217.852000000004
1387.2469999999998,423.738,315.531,6310.749999999999
4687.569000000001,145.65300000000002,192.815,506.694
2147.081,370.797,21.655,430.5
36.263,32.591,6.037,2347.491
0.0,724.0350000000001,0.0,5.372
0.0,115.01,28.173,2078.2160000000003
0.0,47.446,56.077,1726.0380000000002
0.0,-0.271,7.420999999999999,537.183
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,119.123,0.0,0.0
0.0,1492.707,63.733,0.0
134.344,3335.4910000000004,0.0,617.0260000000001
0.0,3850.697000000001,97.215,514.813
0.0,4299.289,418.055,992.023
651.366,836.5989999999999,621.1690000000001,4782.071000000002
428.664,563.539,19.658,3494.8460000000005
0.0,1635.312,603.108,3607.866
455.804,6375.159000000001,327.468,622.088
1440.223,2353.192,438.388,7267.462000000002
2490.291,823.016,488.755,8092.332000000004
3638.0229999999992,895.579,2244.625,7252.852
1673.8159999999998,135.392,849.299,4826.488
0.0,314.749,204.536,2363.1400000000003
124.941,125.858,29.258,3789.352
590.16,987.6129999999998,3.123,110.673
136.25799999999998,2700.7250000000013,0.0,94.678
451.573,58.842,334.193,3110.952
0.0,-0.1,104.441,1635.9450000000002
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,194.646,0.0,0.0
0.0,1474.7999999999995,0.0,289.605
0.0,155.234,84.507,3338.99
0.0,668.3820000000001,2034.211,1375.011
312.799,4240.381,384.205,266.899
866.986,5314.115000000003,422.753,2939.424
908.658,4652.544,900.0219999999999,5904.781
570.332,1572.476,1339.227,6477.143
1769.761,6560.728,1620.535,1379.809
2168.737,3323.889,3696.33,8099.237000000003
2842.331,1364.929,1381.681,8999.569000000001
6565.328,3150.456,5048.461,8099.883
7286.310999999998,2235.741,1734.674,2181.4700000000003
5630.951000000001,1528.696,664.016,968.86
621.609,293.79200000000003,581.821,4661.523999999999
477.951,110.614,84.578,2615.4400000000005
203.564,1759.8919999999998,110.508,0.0
63.018,746.2650000000001,1019.518,3480.542000000001
2673.255,-0.5700000000000001,184.991,287.723
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,0.0,0.0,99.469
2.191,3465.22,0.0,0.0
0.0,4276.960000000002,2.386,136.601
144.404,4778.612,251.05,192.666
565.7,5313.789,1114.953,794.105
2458.708,5904.821,3021.254,1283.389
2785.061,6560.947000000016,3208.701,545.1189999999999
1595.289,7289.951000000003,3571.369,3378.1580000000004
1859.169,8099.951000000004,3387.831,4874.238999999999
1370.231,8999.951000000014,5931.102,6474.522
9999.951000000028,9999.951000000032,9999.951000000056,9999.951000000032
8999.951000000014,4784.017,6987.401999999998,2823.321
0.0,375.035,6498.9180000000015,3305.094
1785.856,2597.334,1924.521,4837.491
870.5899999999999,1654.463,1294.566,5304.852000000001
1279.419,360.888,293.012,4629.784000000002
941.25,2507.983,158.39,794.1800000000001
666.74,422.095,814.477,3871.8979999999983
2133.2490000000003,-0.7460000000000002,245.265,53.339
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,966.038,0.0,0.0
0.0,0.708,2104.542,62.819
0.0,96.666,1857.873,65.278
0.0,0.0,1283.9880000000005,583.935
0.0,0.0,0.0,2859.594
658.925,313.605,5313.801999999996,739.21
894.033,437.121,4047.768,518.9069999999999
435.898,6206.896000000001,679.8620000000001,1233.414
1956.213,3670.996,7289.757,3902.232
5963.502,8074.283999999996,5735.316,3908.635
7055.035999999999,7243.293000000001,8999.95100000007,2024.032
7408.304,2326.846,8099.951000000019,4977.101
7289.951000000015,3613.012,4509.493,3024.19
6560.942000000012,3560.812,2861.816,4209.193
5904.832000000008,2717.742,3355.744,3180.824
5314.321999999988,2875.867,2093.6130000000003,1740.509
4782.6749999999965,2856.928,908.832,1663.355
4303.803000000005,1697.931,1208.789,1994.682
3181.549,-0.6870000000000002,607.057,226.709
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.344,0.0,226.773,0.0
0.051,887.9240000000001,0.0,0.0
19.368,2563.884,222.466,0.0
125.153,3689.864000000002,0.711,90.489
513.335,4275.505,0.0,142.10399999999998
269.592,383.627,4779.331000000001,242.402
2492.336,1412.8159999999998,778.623,76.898
425.811,5300.275000000001,594.003,263.434
1660.537,1695.4620000000002,6546.999999999995,1971.81
5421.184,7165.06,5307.011,3583.6850000000004
6171.200000000001,6489.890000000001,8099.951000000065,3646.245
4116.704,1463.539,7288.970000000001,4013.546
5699.073999999999,2541.384,1256.3870000000002,626.433
1364.213,1504.412,5649.780999999998,1411.891
1954.731,930.849,5298.361999999999,1062.841
1998.38,393.0,4782.586000000003,793.1800000000001
4302.747999999999,1453.489,1772.664,328.082
3665.53,459.622,2043.259,333.725
587.9309999999999,-0.522,1719.089,60.088
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,40.98,0.0,0.0
0.0,361.943,0.0,0.0
0.0,0.115,1207.412,0.0
1.274,0.0,1895.459,44.321
11.123,0.0,1684.482,230.387
0.0,80.916,2761.09,546.322
0.0,2259.154,0.562,386.537
0.0,0.0,1406.188,4014.818999999999
378.648,1538.323,1626.934,4734.866999999999
3726.257000000001,6491.622,4358.385,4171.913
5724.877999999998,5747.319,7289.951000000075,3609.932
6560.923000000001,3007.862,5732.111000000001,3339.994
1561.388,430.355,256.279,4434.121000000001
668.529,3251.594,483.468,177.537
286.09,402.172,4544.273000000002,232.499
477.223,2717.343,425.937,0.0
369.165,33.14,3857.983,196.07
419.806,60.962,2112.363,104.066
820.738,-0.469,241.463,3.791
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
