left,right,up,down
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,0.0,-0.1,8.646
0.0,0.013,-0.271,46.912
0.0,11.333000000000002,-0.19,0.0
0.0,0.0,-0.19,109.011
0.0,84.822,-0.271,0.0
0.0,0.094,-0.19,507.85
0.0,307.611,-0.19,0.0
0.0,1296.732,-0.344,136.868
0.0,19.549,-0.522,2416.507
0.0,0.078,-0.41,544.993
0.0,0.0,-0.271,504.962
40.129000000000005,1.529,-0.271,17.437
0.0,50.608,-0.1,0.0
0.0,250.972,-0.271,0.0
0.0,0.0,-0.522,604.77
1.714,0.156,-0.271,290.033
0.0,8.893,-0.41,0.0
0.097,0.025,-0.344,90.606
0.27,-0.41,-0.41,3.234
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,103.041,0.0,0.0
0.0,0.0,0.245,636.403
0.0,135.023,0.068,0.0
0.0,4.806,0.0,694.4590000000002
7.314999999999999,78.10499999999999,0.0,365.659
13.015,0.0,0.0,1535.266
0.291,356.85400000000004,25.112,0.0
24.601,1645.7570000000003,5.127,0.0
115.014,348.12600000000003,106.545,3098.495999999999
621.4,3.339,93.193,2533.4519999999998
1476.0519999999997,11.099,45.504,137.444
298.908,38.709,2.112,11.783
2.859,0.0,0.0,401.219
0.853,322.98,14.119,0.0
0.156,0.0,62.084,1115.909
167.003,1.156,13.457,1317.2139999999995
810.027,19.488,1.0,77.882
349.173,3.244,9.584,7.211
62.465,-0.522,0.025,16.333
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,173.25,0.0,20.005
0.0,0.0,0.0,1801.332
98.773,300.493,2.121,0.0
13.202,1380.982,0.0,148.965
76.997,174.765,0.005,1988.4680000000003
0.0,2.948,0.0,2286.238
0.002,754.966,32.117,0.0
45.31,305.212,11.214,2205.653
512.2090000000001,917.932,736.463,3485.576999999999
3082.26,228.887,377.413,786.451
1315.638,211.478,142.901,97.953
60.061,0.224,8.437,1062.752
26.233,11.079,3.665,1080.877
0.0,479.787,0.0,39.457
0.0,1448.4039999999998,0.0,232.115
0.0,137.55700000000002,129.207,1663.4249999999993
282.666,22.495,197.921,740.9169999999999
52.592,22.007,0.006,272.13
0.0,-0.41,0.004,211.893
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,245.698,0.0,332.055
0.0,146.071,0.0,2968.104
0.0,86.925,0.0,1558.679
109.534,1201.611,112.317,0.0
86.925,2470.658999999999,132.559,447.995
0.0,2831.862,28.344,784.9689999999999
111.704,1115.539,0.0,3304.0179999999978
1184.039,3353.47,173.901,805.817
1264.398,1183.316,1073.082,3874.0440000000017
614.8119999999999,111.908,314.854,3209.2660000000005
201.115,271.759,200.53500000000005,1066.3770000000002
78.852,172.196,52.887,2364.177
189.88,0.0,63.218,2004.4880000000005
0.0,610.507,3.551,107.793
52.082,1440.4679999999998,115.918,101.949
351.47,273.725,147.473,1852.402999999999
1593.6510000000003,144.793,222.368,110.979
1134.443,35.672,44.307,83.127
587.7339999999999,-0.5700000000000001,6.930000000000001,6.73
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,1466.774,0.0,140.154
0.077,397.681,0.0,3734.7670000000016
27.782,0.001,0.002,3487.803
184.969,0.0,0.0,1017.9169999999998
67.344,33.873,381.881,2634.5840000000003
224.286,2474.338,421.012,150.846
351.53700000000003,971.637,632.712,4196.606000000002
1194.539,3316.951,614.468,387.366
1326.616,2371.923,1709.2050000000002,4304.618000000004
3873.641000000001,1170.208,654.6850000000001,1088.274
2537.797,1146.887,152.641,528.687
146.221,237.884,381.318,3063.978
250.903,63.853,172.292,2698.914000000001
880.3430000000001,209.879,0.088,313.302
129.859,1380.2310000000004,124.861,228.577
307.014,216.549,103.028,2058.6479999999992
1262.831,54.718,187.82,204.455
437.203,20.17,133.385,158.449
8.303,-0.271,14.172,186.986
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,1265.477,0.0,226.518
113.893,4279.802,0.0,1331.6219999999998
0.0,634.4169999999999,19.518,4780.272999999999
776.896,3074.883,37.693,185.676
406.768,266.476,530.8910000000001,4619.152000000002
1684.9399999999998,3013.356,55.268,0.0
1085.481,3873.875,1071.082,5365.929
1923.673,4304.58,703.085,1980.946
2629.483,2712.07,2117.2670000000003,4782.920000000006
1163.052,314.911,3457.5269999999978,1803.708
916.252,2639.4410000000003,112.267,683.6379999999999
740.985,1199.862,625.47,3484.193999999999
580.345,429.852,548.229,3121.284
692.038,1752.3529999999998,8.283000000000001,518.357
479.503,388.347,326.006,2541.792000000002
2287.5399999999995,596.188,182.304,1373.4150000000002
161.877,78.932,68.563,1921.7360000000008
1309.153,43.178,3.372,265.237
635.067,-0.6520000000000001,17.126,77.88900000000001
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,2393.1310000000003,0.0,165.816
0.0,4547.001999999999,356.04299999999995,39.792
373.824,768.503,216.662,5313.991999999997
21.381,1096.544,369.468,2842.7850000000003
268.036,1245.116,798.138,5292.238000000001
2034.963,1104.413,1232.3949999999998,5350.573
1903.802,2943.939,2959.282,6513.968
2813.0399999999995,1954.042,3484.7760000000003,5782.123
3944.373,3598.2560000000003,3367.442,5314.361
2533.297,1539.369,2309.657,4717.536999999998
970.221,3458.554,610.755,817.0709999999999
1746.784,1362.799,2172.429,3874.157000000001
3486.532999999998,1145.112,804.141,1342.3529999999998
2944.8209999999995,1980.315,180.764,1013.639
1062.963,900.888,752.022,2824.244
2483.2860000000005,1214.241,957.618,1298.147
571.7529999999999,423.47,98.312,2274.3570000000004
1460.6280000000002,66.224,259.86600000000004,281.158
461.954,-0.41,124.31199999999998,7.648
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,163.186,73.43,2056.76
9.675,974.382,514.664,3943.7710000000006
1174.517,497.31,477.628,5904.746
3390.9330000000004,4992.633,467.192,1679.178
3071.284,5903.995000000004,2184.675,5118.789000000001
4972.041000000001,6560.896000000003,3282.963,5290.396
5890.991000000004,4393.098999999999,5303.187000000001,7289.951000000035
6560.951000000037,3914.189,4799.880999999999,6377.602
5904.851000000032,4444.557999999999,4577.146999999999,4716.988
5314.361000000023,3587.9350000000004,3951.707,3636.861000000001
4782.920000000019,2632.5950000000003,2657.111,2922.630000000001
4304.624000000013,3055.7220000000007,3056.8950000000004,3121.2480000000005
3874.157000000008,2509.461,2684.648,2246.657
3486.7370000000105,2013.584,1910.006,2179.1040000000003
3138.059000000009,2035.476,1648.238,1425.285
2824.2409999999986,1342.9,1810.64,1115.119
2539.823,858.383,521.933,741.791
174.93,2.276,119.416,1580.8619999999996
372.503,-0.522,61.102,19.02
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
