left,right,up,down
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,91.544,0.0,0.004
0.0,661.6599999999999,-0.19,0.0
0.0,26.129,-0.344,2114.002
157.95000000000002,7.543,-0.344,904.717
0.0,0.0,-0.344,157.25
0.0,34.479,-0.19,274.498
0.0,59.063,-0.41,513.461
0.001,0.0,-0.271,964.113
0.538,0.557,-0.1,280.857
0.0,0.0,-0.271,43.481
0.0,29.684,-0.1,0.0
0.0,0.189,-0.469,552.482
0.0,91.382,-0.41,37.144
5.524,0.607,-0.19,567.9279999999999
0.0,32.788000000000004,-0.271,0.0
0.0,148.758,-0.344,0.0
0.0,0.0,-0.522,452.917
47.907,0.6950000000000001,-0.41,0.183
0.975,-0.271,-0.6520000000000001,18.389
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.344,165.962,8.539,0.0
0.0,1139.278,1.413,0.0
14.455,258.434,273.533,3707.026
210.685,1.717,131.381,2894.5040000000004
0.0,96.878,1.677,1404.682
0.0,0.268,14.783,1173.202
0.001,1441.019,33.125,107.286
104.494,242.142,44.619,2688.3550000000005
82.77799999999999,0.0,0.0279999999999999,1550.7680000000005
279.016,7.721,0.0,55.328
12.616,229.914,0.0,0.0
9.661,28.105,0.0,1434.52
140.839,573.732,0.0,0.0
57.499,2.119,68.672,1219.533
15.188,9.716,0.059,117.166
0.0,139.759,0.003,2.76
0.0,0.487,38.162,806.0360000000002
1.996,0.5569999999999999,0.072,9.413
0.0,-0.344,1.655,105.872
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,1096.414,3.401,16.662
108.027,2967.7960000000003,13.98,87.28099999999999
347.525,1266.792,419.717,4649.636
697.459,730.523,435.892,4921.664
315.661,279.88300000000004,73.687,3483.4210000000003
157.86700000000002,2.829,65.93599999999999,2678.782
81.21700000000001,1364.1640000000002,0.0,0.0
95.659,251.619,388.208,3392.793
310.466,17.474,61.15299999999999,2619.76
0.001,6.4,16.675,735.0780000000001
0.0,233.121,0.0,308.685
0.006,57.637,73.277,2114.93
184.964,1.79,31.595,746.6179999999999
1.028,50.41799999999999,0.005,1667.992
145.227,12.964,0.44,588.166
0.039,90.168,0.291,352.54
43.034,0.014,74.446,1039.5359999999996
300.384,26.669,0.0,1.998
1.69,-0.41,9.528,328.46399999999994
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,1162.127,22.374,5.388
107.192,3082.827,189.697,0.0
661.8380000000001,5285.812999999999,318.685,1747.6640000000002
339.401,1420.217,1679.6039999999998,5903.573000000001
4941.534000000001,924.899,646.506,1812.308
0.0,291.209,190.852,4177.032000000001
401.539,2034.299,87.843,224.468
379.833,217.335,795.9789999999999,3860.4519999999984
342.434,393.759,196.997,3355.583
138.475,385.692,10.066,2113.9480000000003
217.41,1839.715,27.782,102.605
212.045,376.508,182.671,2532.4769999999994
0.0,476.006,91.747,1931.09
9.355,51.59,0.15,2030.664
1321.2509999999995,0.0,70.754,78.03200000000001
92.765,165.991,3.251,1097.7890000000002
85.328,44.091,102.151,1209.197
97.739,0.0,27.428,536.661
0.004,-0.5700000000000001,32.8,641.294
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,592.9259999999999,87.168,0.0
9.386,2691.473,0.0,144.356
125.32,5433.876000000001,0.0,37.585
187.462,2967.322,2201.797,6560.737000000001
0.0,859.7049999999999,1188.005,5884.108999999998
5113.226999999998,404.476,587.894,987.121
466.233,2577.015,263.046,79.526
334.002,1583.133,1464.961,4303.477999999998
1218.64,137.297,1039.372,3868.284000000001
3307.8560000000016,632.047,262.83500000000004,56.76
817.828,2329.322,499.776,729.065
1023.044,484.718,770.461,2824.175000000001
2541.0910000000013,121.684,614.858,559.827
2283.101000000001,109.147,38.976,315.499
389.595,1053.085,95.951,268.45300000000003
346.10200000000003,318.189,151.84,1565.871
1374.1080000000006,77.32000000000001,198.943,431.504
1204.821,307.464,118.809,0.0
965.421,-0.8330000000000003,75.74600000000001,15.886
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,1134.102,0.0,3.189
6.664,4666.455,13.529,217.896
428.766,6338.872999999999,28.481,1332.055
2307.68,1878.582,2057.315,7289.906999999991
2587.8,478.989,1327.75,6558.85
155.421,256.218,335.05800000000005,4549.034000000001
619.929,3221.494,61.89,1720.36
1020.273,1893.214,2590.534,4782.786999999999
2471.5070000000005,903.55,1331.93,4304.099999999996
1571.472,725.008,1872.7620000000004,3098.2920000000004
462.034,1095.058,833.763,3056.447
1128.347,645.288,1144.701,3138.0310000000013
2252.232,480.004,136.077,1086.035
163.297,134.708,1674.102,347.096
0.069,403.071,247.241,1664.0920000000003
529.926,354.533,459.895,1815.1250000000005
1228.755,100.72299999999998,578.091,391.249
1.787,2.023,668.5740000000001,21.782
48.387,-0.469,113.548,279.419
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,1589.2850000000003,0.0,0.0
0.0,570.915,0.0,4384.906
17.011,0.0,0.0,6522.493
2980.935,4682.28,2481.153,8099.946000000002
5297.567,1973.327,3160.036,7289.880000000002
6555.481000000001,1735.094,219.523,2763.612
3704.141,4780.186,797.136,1551.788
3130.3849999999998,3604.638,3790.939,5314.352999999997
3140.59,2563.459,2688.008,4782.896000000005
3508.3720000000008,2019.818,2010.092,4304.6240000000125
3874.157000000002,2593.879,1818.056,1636.941
3486.731000000003,2184.084,1566.207,2511.4700000000003
3097.801,1153.514,870.9290000000001,1636.1840000000002
2259.501,1277.0299999999995,399.931,1207.695
621.7159999999999,1032.346,489.9570000000001,2274.8090000000007
667.2940000000001,265.166,786.903,2143.4140000000007
519.425,127.287,458.9450000000001,1454.93
199.538,50.419,143.993,1416.6099999999997
919.724,-0.522,24.59,191.186
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.1,2108.945,0.0,0.0
0.0,6869.437000000004,0.0,31.306
0.0,809.397,137.398,8096.492999999997
6645.7390000000005,4424.119000000001,5207.783999999999,8999.951000000012
8099.942999999994,4691.48,5199.739,7011.693
5687.459000000001,5181.228000000001,5757.159999999999,7246.946000000002
5329.534000000001,4586.073,4247.811000000001,6559.618000000001
5826.598000000001,2708.61,4694.036000000002,5904.851000000033
5314.361000000005,3311.889,3998.91,4776.289999999999
4782.920000000029,2889.384,3719.636,3860.257
1374.905,1343.918,3484.6399999999994,1719.202
1969.921,911.47,2460.436,3590.408999999999
2447.687999999999,575.908,2190.689,3485.8770000000018
3134.2510000000007,885.7919999999999,1166.856,1797.132
2812.423000000001,808.0240000000001,1516.578,1449.49
2503.3850000000007,1145.642,1139.94,1215.8449999999998
2131.437,964.545,648.148,499.057
1724.206,398.246,602.73,160.911
1468.0600000000002,-0.6870000000000002,293.88199999999995,153.372
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
