left,right,up,down
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.469,4.147,-0.19,0.0
0.0,0.0,-0.271,43.709
0.0,6.225,-0.1,0.0
0.0,0.0,-0.41,73.881
0.0,0.0,-0.469,350.012
0.0,128.499,-0.271,0.006
0.766,0.0,-0.6130000000000001,681.3249999999999
0.0,0.0,-0.19,185.026
0.0,111.549,-0.344,441.559
28.765,3.026,-0.41,1228.094
0.0,111.639,-0.19,41.735
10.048,612.683,-0.344,2.769
55.141,1.115,-0.1,1807.294
12.385,9.981000000000002,-0.344,299.02
0.243,1.817,-0.522,1097.968
0.0,10.93,-0.19,219.112
0.0,0.0,-0.1,800.1020000000001
0.003,36.352,-0.19,0.0
0.0,-0.19,-0.19,305.696
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,32.745,0.017,0.0
0.0,359.974,0.0,0.0
0.0,24.238,0.0,862.685
356.06100000000004,130.351,0.845,129.831
19.269,89.14099999999999,0.0,1117.24
0.0,901.21,0.766,133.15
0.0,29.804,217.417,1654.4629999999995
124.823,968.7579999999998,0.0,146.446
0.0,1801.021,63.379000000000005,165.22699999999998
254.639,57.153,191.261,2454.505999999999
0.0,0.0,0.029,793.451
18.308,1359.361,27.76,5.974
137.296,119.148,153.166,3140.369
2.896,173.42600000000002,26.912,2278.641
249.361,0.002,237.389,3083.981
256.375,1446.103,0.004,0.0
0.038,47.735,0.0,3000.365
434.92,205.931,0.382,881.334
136.942,-0.5700000000000001,0.0,1018.8910000000002
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.271,301.57,0.373,0.0
37.764,794.308,25.552,2.7270000000000003
104.311,1256.246,0.077,90.03399999999999
220.469,1463.085,27.957,9.674
433.734,1655.6139999999994,88.52600000000001,220.383
0.0,777.5139999999999,81.492,1848.866
164.344,82.178,420.431,2029.7030000000004
179.313,0.0,123.818,1693.176
21.049,186.418,216.437,1949.3040000000003
223.64,804.885,411.007,2813.8920000000007
0.0,2544.372,0.242,238.764
0.0,3333.139,93.652,122.602
0.0,760.4449999999999,447.902,3863.7529999999983
573.063,623.5920000000001,279.764,4029.516
1037.562,105.116,831.294,4620.826
408.234,313.608,85.118,2638.6129999999994
758.119,580.804,1.157,3819.311000000001
3061.1130000000003,117.333,233.624,350.61800000000005
2002.109,-0.522,64.198,17.541
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,0.0,60.036,0.0
0.0,49.624,130.651,0.658
10.266,36.314,572.754,87.39599999999999
30.086,74.398,223.206,693.514
94.476,1111.628,192.002,0.001
346.326,2057.468,0.0,969.679
323.81600000000003,2287.074,576.881,1050.118
0.0,2541.489999999997,421.765,1657.789
228.628,2824.076999999997,287.891,1522.744
254.098,2333.641,1656.069,3137.985000000001
969.019,1258.364,893.26,3294.197
287.397,3433.223,249.936,667.266
786.3599999999999,4303.397,256.274,740.172
1294.423,4782.743000000002,1134.919,1434.07
1284.857,2693.413,2419.3,5314.3179999999975
1825.105,684.987,796.315,4604.523999999999
308.719,54.598,521.4159999999999,4291.897
58.283,3.497,193.634,2954.836
38.858,-0.469,207.704,269.727
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.344,181.918,0.0,0.0
0.01,646.24,0.0,1.491
0.226,1376.7179999999998,80.50200000000001,58.159
2.507,1782.869,113.426,95.131
137.561,2033.4259999999997,8.144,104.774
321.863,2281.495999999999,540.711,72.38199999999999
664.817,2540.820999999998,589.1610000000001,1.642
1003.588,2824.029,408.722,357.039
1110.781,3138.005,1305.67,647.778
1477.916,3486.719,1533.0450000000003,2334.155
130.232,3070.759,2130.605,3874.148000000004
1083.16,1417.9789999999998,1367.96,4186.208
802.345,4454.616999999998,733.744,0.0
1156.227,2343.094,2307.727,5306.879000000001
3954.314,3068.9240000000004,3927.938,5904.8470000000025
5314.118000000003,2454.452,2086.943,1661.169
4780.512999999997,2499.1689999999994,559.024,2207.2070000000003
1079.765,233.472,202.698,4945.635000000001
586.559,-0.19,34.698,1608.1219999999998
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.522,0.0,33.716,0.0
0.0,164.261,0.0,0.0
0.0,84.603,787.2679999999999,127.278
0.173,2.143,1067.55,293.92999999999995
0.0,0.0,296.63,801.9459999999999
37.807,957.983,0.0,92.639
80.124,0.0,771.083,2088.8749999999995
0.0,209.561,1304.639,504.996
0.007,328.737,2498.9080000000004,570.891
956.636,2405.39,3099.17,893.2259999999999
1791.2530000000004,4304.623000000015,662.287,3194.23
1299.856,4782.920000000011,2130.8369999999995,3014.528
1989.994,5314.361000000015,2532.696,3859.391000000001
3331.891,5904.851000000016,3370.3200000000006,4983.7880000000005
3845.2930000000006,3386.113,4984.345,6560.951000000014
3816.7530000000006,4928.434,2729.702,1498.9550000000002
365.297,689.393,385.955,6466.242999999999
828.125,527.158,1486.908,5873.112000000003
3621.042,-0.5700000000000001,285.401,5.974
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.344,115.85,0.0,0.0
0.0,630.576,0.242,85.54
72.05,1545.6309999999996,19.704,0.0
256.193,693.9529999999999,285.576,2161.884
191.929,44.61,18.53,2361.359
382.5,538.895,169.20499999999998,1369.4930000000002
77.15,0.0,643.046,3011.1150000000007
0.0,0.0,77.029,2528.8950000000004
0.0,347.521,451.059,2657.3950000000004
306.568,912.614,2365.187,1447.403
628.517,797.237,2691.905,4678.379999999998
1387.948,2038.435,1647.538,4984.682
15.883,5870.235000000001,1445.778,494.739
562.173,4479.529,4345.325999999999,6560.675999999996
5149.996000000001,4431.820000000001,4189.379,7289.951000000031
4603.369,6118.402,1226.733,4115.628
2320.868,3656.82,583.293,7289.903999999998
6559.235999999997,585.044,1949.635,2200.597
0.374,-0.344,0.0,2038.7820000000004
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.19,331.957,0.039,0.0
0.06,1181.966,8.857,174.054
125.785,2081.6240000000007,271.779,337.452
740.828,2541.463999999999,1031.7099999999998,558.089
614.979,2824.103000000002,376.391,61.682
686.688,3138.0009999999997,667.3449999999999,962.708
689.0809999999999,3486.7120000000045,1111.321,336.484
770.727,3874.143000000001,154.959,1131.931
849.931,4304.617000000006,797.174,1177.742
1265.5210000000002,4782.920000000011,1015.238,2546.152
1662.969,5314.361000000017,2853.2150000000006,2365.558
2480.312,5904.851000000008,2832.711,1824.816
3720.150000000001,6560.951000000013,4434.153,4140.045
5282.599,7289.951000000004,5223.307999999998,6493.116000000002
5981.288000000001,7954.753999999999,5851.794000000001,8099.951000000034
2.164,1954.056,416.75,8993.743000000008
3738.861,2107.193,4232.216,8099.943000000003
2495.539,753.496,5646.3089999999975,1984.46
3950.394,-0.41,51.166,584.0619999999999
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
